case,mask_id,mode,prompt,dice,gt_pos,pred_pos
s0484,7,structured,emphysema,0.0,11691,330
s0484,8,structured,emphysema,0.0,27162,52
s0484,9,structured,emphysema,0.0,31810,217
s0484,10,structured,lesion,0.0,36565,87
s0487,1,structured,lesion,0.0,683,2198
s0487,2,structured,lesion,0.0,21,134
s0487,3,structured,lesion,0.0,467,229
s0487,4,structured,lesion,0.0015723270440251573,2481,63
s0497,1,structured,lesion,0.0,182,3614
s0497,2,structured,lesion,0.0007664303506418854,10246,192
s0497,3,structured,emphysema,0.0,31018,893
s0497,4,structured,emphysema,0.0,40142,89
s0498,1,structured,lesion,0.05936365577621183,1427,3256
s0498,2,structured,lesion,0.0,180,127
s0498,3,structured,cyst,0.0,59,210
s0498,4,structured,lesion,0.0,186,245
s0498,5,structured,emphysema,0.0,48915,5850
s0498,6,structured,emphysema,0.0,75586,288
s0498,7,structured,emphysema,0.0,16650,2476
s0498,8,structured,emphysema,0.0,61665,121
s0498,9,structured,emphysema,0.0,82334,162
s0498,10,structured,lesion,0.0,65857,72
s0500,1,structured,nodule,0.0,24,437
s0500,2,structured,lesion,0.0,0,4306
s0500,3,structured,cyst,0.0,0,348
s0500,4,structured,lesion,0.0,73,382
s0500,5,structured,calcification,0.0,0,6841
s0500,6,structured,lesion,0.0,2563,170
s0500,7,structured,lesion,0.0010780218299420562,7273,148
s0500,8,structured,lesion,0.0,37738,56
s0501,1,structured,calcification,0.0,264,5302
s0501,2,structured,lesion,0.0,1023,3228
s0501,3,structured,calcification,0.0,224,2424
s0502,1,structured,lesion,0.0,541,3471
s0502,2,structured,effusion,0.0,7274,733
s0502,3,structured,calcification,0.0,13,18426
s0502,4,structured,cyst,0.0,28,3341
s0502,5,structured,lesion,0.0,80,233
s0502,6,structured,mass,0.005929151662339837,56780,2925
s0502,7,structured,cyst,0.0,54,878
s0502,8,structured,lesion,0.0,1348,343
s0502,9,structured,calcification,0.08829654310703873,1483,3319
s0502,10,structured,lesion,0.0,179,73
s0503,1,structured,calcification,0.0,28,603
s0503,2,structured,calcification,0.0,47,129
s0503,3,structured,aneurysm,0.0,295,4705
s0503,4,structured,emphysema,0.0,35469,105
s0503,5,structured,emphysema,0.0,38943,15
s0507,1,structured,nodule,0.0,71,497
s0507,2,structured,lesion,0.0,45,3299
s0507,3,structured,lesion,0.0,0,688
s0507,4,structured,cyst,0.0,1136,449
s0507,5,structured,nodule,0.0,29,75
s0507,6,structured,lesion,0.0,34411,134
s0510,1,structured,lesion,0.0,81,3522
s0510,2,structured,calcification,0.0,8,22144
s0510,3,structured,lesion,6.463984831182263e-05,92491,331
s0514,1,structured,tumor,0.00010755579456843238,22077,15113
s0514,2,structured,lesion,0.0,2805,29290
s0514,3,structured,cyst,0.0,1462,82346
s0514,4,structured,lesion,0.0,204,3137
s0516,1,structured,lesion,0.0,24,2817
s0516,2,structured,calcification,0.005821524320183838,2664,10391
s0516,3,structured,cyst,0.0,40,487
s0516,4,structured,stone,0.0,0,13616
s0516,5,structured,lesion,0.0,26,380
s0516,6,structured,lesion,0.0,46,112
s0516,7,structured,emphysema,0.0,28689,613
s0516,8,structured,emphysema,0.0,30716,117
s0516,9,structured,emphysema,0.0,13385,76
s0516,10,structured,emphysema,0.0,36893,86
s0516,11,structured,emphysema,0.0,34123,81
s0519,1,structured,mass,0.0,130,6648
s0519,2,structured,lesion,0.0,50,2710
s0519,3,structured,lymph node,0.0,1267,179
s0519,4,structured,calcification,0.0,411,2161
s0519,5,structured,cyst,0.0,0,270
s0519,6,structured,cyst,0.0,0,25
s0519,7,structured,emphysema,0.0,22232,615
s0519,8,structured,emphysema,0.0,27016,74
s0519,9,structured,emphysema,0.0,6498,144
s0519,10,structured,emphysema,0.0,21707,196
s0519,11,structured,emphysema,0.0,22531,41
s0519,12,structured,lesion,0.0,25694,206
s0521,1,structured,calcification,0.0,0,11008
s0521,2,structured,lesion,0.0013698630136986301,18298,2142
s0521,3,structured,fracture,0.002319619094127701,3884,12498
s0536,1,structured,nodule,0.0,0,2506
s0536,2,structured,calcification,0.0035097981866042704,232,6606
s0536,3,structured,calculus,0.0,0,1589
s0536,4,structured,cyst,0.0,13,1371
s0536,5,structured,cyst,0.0,0,41
s0536,6,structured,lesion,0.0,5078,3740
s0536,7,structured,lesion,0.0,156,209
s0536,8,structured,calcification,0.0,10,240
s0536,9,structured,lesion,0.0,262,146
s0536,10,structured,lesion,0.0,285,165
s0543,1,structured,lesion,0.0,557,1579
s0543,2,structured,calculus,0.0,97,7669
s0543,3,structured,lesion,0.0,6574,158
s0543,4,structured,mass,0.14094618324553249,31470,7254
s0543,5,structured,lesion,4.996003197442046e-05,39945,87
s0546,1,structured,nodule,0.0,0,1114
s0546,2,structured,lesion,0.0,33,2121
s0546,3,structured,lesion,0.0,373,154
s0546,4,structured,cyst,0.0,15,522
s0546,5,structured,calculus,0.0,0,6746
s0548,1,structured,cyst,0.0,856,5169
s0548,2,structured,cyst,0.0,27,328
s0548,3,structured,calcification,0.00040774719673802244,136,19484
s0548,4,structured,lesion,0.0007710100231303007,171,5017
s0548,5,structured,effusion,0.0,690,1049
s0548,6,structured,lesion,0.0,58811,139
s0548,7,structured,lesion,0.0,14177,138
s0548,8,structured,lesion,0.0,22249,40
s0548,9,structured,lesion,0.0,4693,32
s0549,1,structured,nodule,0.0,179,1318
s0549,2,structured,cyst,0.0,1175,701
s0549,3,structured,lesion,0.0,324,2498
s0550,1,structured,effusion,0.0,3234,2463
s0550,2,structured,calcification,0.0,199,9212
s0550,3,structured,nodule,0.0,15,1630
s0550,4,structured,lymph node,0.0,96,107
s0550,5,structured,calcification,0.025693730729701953,690,1256
s0550,6,structured,calcification,0.0,182,409
s0550,7,structured,emphysema,0.0,29684,549
s0550,8,structured,emphysema,0.0,25076,312
s0550,9,structured,emphysema,0.0,11944,133
s0550,10,structured,emphysema,0.0,24611,131
s0550,11,structured,emphysema,0.0,9704,45
s0551,1,structured,cyst,0.0,229,3147
s0551,2,structured,lesion,0.0,391,2171
s0551,3,structured,lesion,0.0,111,304
s0551,4,structured,lesion,0.008547008547008548,66,168
s0551,5,structured,lesion,0.0,7101,81
s0551,6,structured,lesion,0.0,391,64
s0551,7,structured,fracture,0.0,2494,5744
s0551,8,structured,fracture,0.0,395,634
s0551,9,structured,fracture,0.0,482,508
s0551,10,structured,lesion,0.0,457,70
s0551,11,structured,lesion,0.0,1467,15
s0561,1,structured,mass,0.05592303066746843,2157,17799
s0561,2,structured,lesion,0.0,218,4266
s0561,3,structured,lesion,0.0,293,548
s0561,4,structured,lesion,0.0,0,158
s0561,5,structured,cyst,0.0,575,6668
s0561,6,structured,lesion,0.0,0,96
s0561,7,structured,calcification,0.0,247,3467
s0561,8,structured,calcification,0.0,314,879
s0561,9,structured,calcification,0.0,210,412
s0561,10,structured,lesion,0.0,8376,134
s0561,11,structured,lesion,0.0,584,127
s0561,12,structured,lesion,0.009036144578313253,575,89
s0571,1,structured,cyst,0.0,0,1010
s0571,2,structured,lesion,0.0,68,3310
s0571,3,structured,cyst,0.0,109,91
s0571,4,structured,opacity,0.0,37,5254
s0571,5,structured,lesion,0.0,4833,204
s0571,6,structured,emphysema,0.0,24947,1283
s0571,7,structured,emphysema,0.0,22113,104
s0571,8,structured,lesion,0.0,291,156
s0571,9,structured,lesion,0.0,295,77
s0574,1,structured,cyst,0.0,0,710
s0574,2,structured,nodule,0.0,8,510
s0574,3,structured,cyst,0.0,54,81
s0574,4,structured,lesion,0.0,213,3609
s0574,5,structured,lesion,0.0,273,349
s0574,6,structured,calcification,0.0,0,7761
s0574,7,structured,lesion,0.0,6032,216
s0574,8,structured,lesion,0.0,822,120
s0574,9,structured,lesion,0.0,984,55
s0574,10,structured,fracture,0.050473186119873815,1392,510
s0587,1,structured,mass,0.03269803992412609,2066,9005
s0587,2,structured,lymph node,0.0,17,382
s0587,3,structured,thickening,0.0,711,4370
s0587,4,structured,thickening,0.0,71,448
s0587,5,structured,lesion,0.0,43,852
s0587,6,structured,cyst,0.0,0,1988
s0587,7,structured,cyst,0.0,166,168
s0587,8,structured,lesion,0.0,23,26
s0587,9,structured,lesion,0.0,5,71
s0587,10,structured,lesion,0.0,205,71
s0587,11,structured,lesion,0.0,65,8
s0587,12,structured,lesion,0.00023892008123282762,8364,7
s0587,13,structured,lesion,0.0,6436,9
s0587,14,structured,mass,0.0015006252605252188,11772,223
s0595,1,structured,lesion,0.0,726,20694
s0595,2,structured,lesion,0.0,306,3088
s0595,3,structured,lesion,0.0,7672,1830
s0595,4,structured,lesion,0.008550185873605948,4572,808
s0595,5,structured,lesion,0.0,127153,292
s0603,1,structured,nodule,0.0,0,1802
s0605,1,structured,effusion,0.003079002703514569,23414,3218
s0605,2,structured,lesion,0.0,251,208
s0605,3,structured,effusion,0.013031969049073508,4707,204
s0605,4,structured,lesion,0.0,7765,76
s0605,5,structured,atelectasis,0.0,5118,4491
s0605,6,structured,atelectasis,0.0,11868,514
s0608,1,structured,lesion,0.0,32,14655
s0608,2,structured,lesion,0.0,167,1310
s0608,3,structured,lesion,0.0,39,525
s0608,4,structured,lesion,0.030634573304157548,479,435
s0608,5,structured,lesion,0.0,1488,836
s0608,6,structured,lesion,0.0,44420,150
s0608,7,structured,emphysema,0.0013310685301626088,99734,937
s0608,8,structured,emphysema,0.0,127194,421
s0627,1,structured,lesion,0.0,2688,2685
s0627,2,structured,lesion,0.0,1605,125
s0627,3,structured,lesion,0.0,1509,103
s0627,4,structured,lesion,0.0,250,110
s0627,5,structured,lesion,0.014634146341463415,372,38
s0627,6,structured,lesion,0.0,180,37
s0627,7,structured,effusion,0.0,308,181
s0627,8,structured,effusion,0.0,457,19
s0627,9,structured,lesion,0.0,2630,25
s0633,1,structured,lesion,0.2797883597883598,4969,13931
s0652,1,structured,lesion,0.0,2890,10558
s0652,2,structured,lesion,0.00751587404431774,5190,2527
